PDB_ID,Resolution,Year,pKi_or_pKd,Measurement,Is_Ki
6hax,2.35,2019,7.59,Ki=26nM,True
6ugo,1.46,2019,7.59,Ki=25.8nM,True
1lpz,2.40,2003,7.60,Ki=25nM,True
1nj1,2.55,2003,7.60,Ki=25nM,True
1orw,2.84,2003,7.60,Ki=25.1nM,True
1pcg,2.70,2003,7.60,Ki=25nM,True
1xs7,2.80,2004,7.60,Ki=25.1nM,True
2fs8,2.50,2006,7.60,Ki=25nM,True
2fxr,2.50,2006,7.60,Ki=25nM,True
2gvf,2.50,2007,7.60,Ki=25nM,True
2jt6,NMR,2008,7.60,Ki=25nM,True
2o8h,1.80,2007,7.60,Ki=25nM,True
2zmm,2.10,2008,7.60,Ki=25nM,True
3ehx,1.90,2009,7.60,Ki=25nM,True
3gc4,1.80,2009,7.60,Ki=25nM,True
3iph,2.10,2009,7.60,Ki=25.1nM,True
3jwq,2.87,2009,7.60,Ki=25nM,True
3kr4,2.00,2010,7.60,Ki=25nM,True
3liw,2.22,2010,7.60,Ki=0.025uM,True
3o87,1.78,2010,7.60,Ki=25nM,True
3p58,1.49,2011,7.60,Ki=25.4nM,True
3rj7,1.20,2012,7.60,Ki=25.3nM,True
4bds,2.10,2013,7.60,Ki=25nM,True
5hct,1.36,2016,7.60,Ki=0.0254uM,True
6arj,1.92,2018,7.60,Ki=25nM,True
3ibn,2.20,2009,7.61,Ki=24.5nM,True
4g95,1.35,2014,7.61,Ki=24.4nM,True
5vij,2.11,2017,7.61,Ki=24.3nM,True
1no9,1.90,2003,7.62,Ki=24nM,True
1yqy,2.30,2005,7.62,Ki=24nM,True
2aoe,1.54,2006,7.62,Ki=0.024uM,True
2p3c,2.10,2007,7.62,Ki=24nM,True
2psu,1.93,2007,7.62,Ki=24nM,True
2pvl,1.90,2008,7.62,Ki=24nM,True
3be9,2.00,2008,7.62,Ki=24nM,True
4i80,3.10,2013,7.62,Ki=23.8nM,True
5opb,1.55,2017,7.62,Ki=0.0241uM,True
5yy6,2.40,2019,7.62,Ki=24.16nM,True
6g02,1.84,2019,7.62,Ki=24nM,True
6gvx,2.24,2019,7.62,Ki=24nM,True
1c1r,1.37,2000,7.63,Ki=0.0235uM,True
1owk,2.80,2003,7.63,Ki=23.5nM,True
2xba,1.95,2010,7.63,Ki=23.68nM,True
1c1v,1.98,2000,7.64,Ki=0.023uM,True
1uvt,2.50,1997,7.64,Ki=0.023uM,True
2hl4,1.55,2007,7.64,Ki=23nM,True
3h89,2.50,2009,7.64,Ki=0.023uM,True
3hl7,1.88,2009,7.64,Ki=23nM,True
3l0v,1.75,2010,7.64,Ki=23nM,True
3sjf,1.65,2011,7.64,Ki=23nM,True
4ruz,1.63,2015,7.64,Ki=23.1nM,True
5eie,2.10,2016,7.64,Ki=23nM,True
5el9,1.10,2016,7.64,Ki=23.0nM,True
5exn,1.49,2016,7.64,Ki=23nM,True
5iez,2.60,2017,7.64,Ki=23nM,True
5qck,2.64,2017,7.64,Ki=23nM,True
5u6j,2.30,2017,7.64,Ki=23nM,True
966c,1.90,1999,7.64,Ki=23nM,True
5dex,2.40,2016,7.65,Ki=22.6nM,True
5wf5,2.60,2018,7.65,Ki=22.4nM,True
1au0,2.60,1998,7.66,Ki=22nM,True
1f0r,2.10,2000,7.66,Ki=22nM,True
1juy,2.50,1997,7.66,Ki=22nM,True
1nny,2.40,2003,7.66,Ki=22nM,True
1ppk,1.80,1994,7.66,Ki=22nM,True
2cn0,1.30,2006,7.66,Ki=22nM,True
3k83,2.25,2009,7.66,Ki=0.022uM,True
4ach,2.60,2012,7.66,Ki=22nM,True
4bch,2.96,2013,7.66,Ki=22nM,True
4e5w,1.86,2012,7.66,Ki=22nM,True
4rj7,2.55,2014,7.66,Ki=22nM,True
4x6h,1.00,2015,7.66,Ki=22nM,True
4zy4,2.60,2015,7.66,Ki=22nM,True
4zyv,2.05,2016,7.66,Ki=22nM,True
5cal,2.70,2015,7.66,Ki=22nM,True
5dfp,2.20,2016,7.66,Ki=22nM,True
5edc,1.29,2016,7.66,Ki=0.022uM,True
5fiv,1.90,1998,7.66,Ki=22nM,True
5kz0,2.30,2016,7.66,Ki=22nM,True
5w13,1.95,2017,7.66,Ki=22nM,True
6o5x,1.70,2019,7.66,Ki=22nM,True
2bpv,1.90,1999,7.67,Ki=21.2nM,True
1bjr,2.44,1998,7.68,Ki=21nM,True
1j07,2.35,2003,7.68,Ki=0.021uM,True
1o2q,1.50,2003,7.68,Ki=0.021uM,True
1t4v,2.00,2005,7.68,Ki=0.021uM,True
1w0z,1.90,2008,7.68,Ki=21nM,True
1w1g,1.45,2004,7.68,Ki=0.021uM,True
1ze8,2.00,2005,7.68,Ki=21nM,True
2p1c,2.45,2008,7.68,Ki=21nM,True
3eig,1.70,2009,7.68,Ki=21nM,True
4cpz,2.20,2014,7.68,Ki=20.85nM,True
4ygf,2.00,2015,7.68,Ki=21nM,True
5eg4,1.32,2016,7.68,Ki=21nM,True
5ek0,3.53,2015,7.68,Ki=20.7nM,True
5un9,2.50,2017,7.68,Ki=21nM,True
6b4u,1.95,2017,7.68,Ki=21nM,True
6bw2,2.75,2018,7.68,Ki=21nM,True
6cvx,1.78,2018,7.68,Ki=21nM,True
6h12,2.20,2019,7.68,Ki=20.8nM,True
6nyh,2.10,2019,7.68,Ki=21nM,True
6q8c,2.31,2019,7.68,Ki=20.8nM,True
2itk,1.45,2007,7.69,Ki=20.4nM,True
1b0f,3.00,1998,7.70,Ki=20nM,True
1bai,2.40,1999,7.70,Ki=20nM,True
1gno,2.30,1996,7.70,Ki=20nM,True
1iem,2.30,2001,7.70,Ki=20nM,True
1izh,1.90,2002,7.70,Ki=0.02uM,True
1mes,1.90,1998,7.70,Ki=20nM,True
1s39,1.95,2004,7.70,Ki=20nM,True
1uou,2.11,2004,7.70,Ki=20nM,True
1vja,2.00,2004,7.70,Ki=0.020uM,True
2d1o,2.02,2006,7.70,Ki=0.02uM,True
2psj,1.80,2007,7.70,Ki=20nM,True
2ves,1.90,2008,7.70,Ki=20nM,True
2zjw,2.40,2009,7.70,Ki=0.02uM,True
3b7r,1.81,2008,7.70,Ki=20nM,True
3ewc,2.11,2009,7.70,Ki=20nM,True
3i51,1.80,2010,7.70,Ki=0.02uM,True
3k7f,1.95,2009,7.70,Ki=0.02uM,True
3th9,1.34,2011,7.70,Ki=20nM,True
4acc,2.21,2012,7.70,Ki=20nM,True
4cpt,1.70,2014,7.70,Ki=20nM,True
4e7r,2.25,2012,7.70,Ki=0.02uM,True
4fsl,2.50,2012,7.70,Ki=20nM,True
4o09,1.96,2014,7.70,Ki=20nM,True
5c8k,3.00,2015,7.70,Ki=20nM,True
5he4,1.53,2016,7.70,Ki=20nM,True
5hvp,2.00,1991,7.70,Ki=20nM,True
5oq5,1.40,2017,7.70,Ki=0.0200uM,True
5sz5,1.27,2016,7.70,Ki=20nM,True
5uv5,3.00,2017,7.70,Ki=0.020uM,True
5w92,2.30,2018,7.70,Ki=0.02uM,True
5y7w,2.25,2017,7.70,Ki=20nM,True
6cn5,2.30,2018,7.70,Ki=0.02uM,True
6gbx,1.72,2018,7.70,Ki=0.020uM,True
6m9t,2.50,2018,7.70,Ki=19.9nM,True
6nwk,1.65,2019,7.70,Ki=20nM,True
1ajv,2.00,1997,7.72,Ki=19.1nM,True
1caq,1.80,1999,7.72,Ki=19nM,True
1j4r,1.80,2001,7.72,Ki=0.019uM,True
3h8c,2.50,2009,7.72,Ki=0.019uM,True
4ycm,3.20,2016,7.72,Ki=19nM,True
5em7,2.81,2015,7.72,Ki=0.019uM,True
5zg1,1.32,2019,7.72,Ki=0.019uM,True
6ugz,1.31,2019,7.72,Ki=19.1nM,True
2aou,2.30,2005,7.73,Ki=18.6nM,True
3ljg,1.31,2010,7.73,Ki=18.6nM,True
5fdi,1.85,2016,7.73,Ki=18.5nM,True
1eas,1.80,1995,7.74,Ki=18nM,True
1f0s,2.10,2000,7.74,Ki=18nM,True
1heg,2.20,1994,7.74,Ki=18nM,True
1j36,2.40,2003,7.74,Ki=18nM,True
1lee,1.90,2002,7.74,Ki=18nM,True
1nfu,2.05,2003,7.74,Ki=18nM,True
1qbo,1.80,2000,7.74,Ki=18nM,True
1sbg,2.30,1994,7.74,Ki=18nM,True
1txr,2.00,2004,7.74,Ki=18nM,True
1usn,1.80,1998,7.74,Ki=0.018uM,True
2adu,1.90,2005,7.74,Ki=18nM,True
2bmg,2.70,2006,7.74,Ki=18nM,True
2jt5,NMR,2008,7.74,Ki=18nM,True
3b7u,1.90,2008,7.74,Ki=18nM,True
3nb5,1.80,2011,7.74,Ki=18nM,True
3ps6,2.60,2011,7.74,Ki=18nM,True
3tvc,2.43,2012,7.74,Ki=18nM,True
4cae,1.46,2014,7.74,Ki=18nM,True
4cpq,2.35,2014,7.74,Ki=18nM,True
4i71,1.28,2013,7.74,Ki=18nM,True
4xnw,2.70,2015,7.74,Ki=18.4nM,True
5iu8,2.00,2016,7.74,Ki=18nM,True
5kxi,3.94,2016,7.74,Ki=18.2nM,True
5nfh,2.80,2017,7.74,Ki=18nM,True
1hdt,2.60,1995,7.76,Ki=17.2nM,True
4hwp,1.81,2013,7.76,Ki=17.2nM,True
4z2b,1.80,2015,7.76,Ki=17.5nM,True
6hhg,2.30,2019,7.76,Ki=17.5nM,True
6s4u,2.81,2019,7.76,Ki=17.4nM,True
1ek1,3.10,2000,7.77,Ki=17nM,True
1my2,1.80,2003,7.77,Ki=17nM,True
1pi5,1.49,2004,7.77,Ki=17nM,True
2g70,2.40,2007,7.77,Ki=17nM,True
2jh6,2.21,2007,7.77,Ki=17nM,True
3cyw,1.40,2008,7.77,Ki=17nM,True
3io7,2.60,2009,7.77,Ki=0.017uM,True
3mi2,1.20,2010,7.77,Ki=17nM,True
3tzm,1.70,2012,7.77,Ki=17nM,True
3uw4,1.79,2012,7.77,Ki=0.017uM,True
4cpx,1.85,2014,7.77,Ki=17nM,True
4gzt,2.19,2012,7.77,Ki=17.0nM,True
4jyv,2.19,2013,7.77,Ki=17nM,True
4nga,2.15,2014,7.77,Ki=17nM,True
4rj8,2.50,2014,7.77,Ki=17nM,True
4w9o,1.27,2014,7.77,Ki=17nM,True
4ycn,3.50,2016,7.77,Ki=17nM,True
4zyt,1.70,2016,7.77,Ki=17nM,True
5apr,2.10,1991,7.77,Ki=17nM,True
5cbm,2.30,2015,7.77,Ki=17nM,True
5neb,2.05,2017,7.77,Ki=17nM,True
5qqo,2.00,2019,7.77,Ki=17nM,True
4q1d,2.00,2015,7.78,Ki=16.6nM,True
5n25,1.40,2017,7.78,Ki=16.6nM,True
5ueu,2.26,2017,7.78,Ki=16.7nM,True
1al7,2.60,1997,7.80,Ki=16nM,True
1f28,1.90,2001,7.80,Ki=16nM,True
1v48,2.20,2004,7.80,Ki=16nM,True
1x8t,1.90,2005,7.80,Ki=16nM,True
2hd6,1.80,2006,7.80,Ki=16nM,True
2i19,2.28,2006,7.80,Ki=16nM,True
2ra0,2.30,2008,7.80,Ki=15.9nM,True
2wl0,1.90,2009,7.80,Ki=16nM,True
3agl,2.10,2010,7.80,Ki=16nM,True
3czv,2.00,2008,7.80,Ki=16nM,True
3qgy,2.10,2011,7.80,Ki=16nM,True
4n6z,2.20,2013,7.80,Ki=16nM,True
4r93,1.71,2014,7.80,Ki=16nM,True
4rj4,2.78,2014,7.80,Ki=16nM,True
4w9p,1.50,2014,7.80,Ki=16nM,True
4x6j,1.59,2015,7.80,Ki=16nM,True
5hz6,1.14,2016,7.80,Ki=0.016uM,True
5j9z,2.50,2016,7.80,Ki=16nM,True
5l7g,2.01,2016,7.80,Ki=16nM,True
6ej2,1.46,2018,7.80,Ki=16nM,True
6h7m,2.76,2018,7.80,Ki=15.8nM,True
4gr3,1.49,2013,7.81,Ki=15.5nM,True
1eat,2.00,1995,7.82,Ki=15nM,True
1gfw,2.80,2000,7.82,Ki=15nM,True
1nde,3.00,2002,7.82,Ki=15nM,True
1njs,1.98,2003,7.82,Ki=15nM,True
1nvs,1.80,2003,7.82,Ki=15nM,True
1yly,1.25,2005,7.82,Ki=0.015uM,True
2a4r,2.40,2006,7.82,Ki=15nM,True
2cf9,1.79,2006,7.82,Ki=0.015uM,True
2f9v,2.60,2007,7.82,Ki=15nM,True
2j34,2.01,2006,7.82,Ki=15nM,True
2oc0,2.30,2007,7.82,Ki=15nM,True
2ptz,1.65,2007,7.82,Ki=15nM,True
2pu0,1.90,2007,7.82,Ki=15nM,True
2xbx,1.85,2010,7.82,Ki=15nM,True
3n2p,1.65,2011,7.82,Ki=15nM,True
3prs,1.38,2011,7.82,Ki=15nM,True
4k0y,1.95,2013,7.82,Ki=15nM,True
4ydg,3.25,2016,7.82,Ki=0.015uM,True
5hdv,1.71,2016,7.82,Ki=15nM,True
5mhp,2.43,2017,7.82,Ki=15nM,True
5n9l,1.79,2018,7.82,Ki=15nM,True
6a8n,2.49,2019,7.82,Ki=15.3nM,True
6g2m,1.37,2018,7.82,Ki=15.1nM,True
3mz3,3.20,2010,7.83,Ki=14.8nM,True
3ole,1.55,2011,7.83,Ki=14.7nM,True
4gr8,1.30,2013,7.83,Ki=14.7nM,True
5wf6,2.90,2018,7.83,Ki=14.7nM,True
3ibl,1.55,2009,7.84,Ki=14.6nM,True
3n2u,1.81,2010,7.84,Ki=14.3nM,True
3olg,2.30,2011,7.84,Ki=14.3nM,True
4gzp,2.30,2012,7.84,Ki=14.3nM,True
5va9,2.55,2018,7.84,Ki=14.3nM,True
6b96,1.88,2017,7.84,Ki=14.3nM,True
1a94,2.00,1999,7.85,Ki=14nM,True
1b8y,2.00,1999,7.85,Ki=14nM,True
1jwt,2.50,2002,7.85,Ki=14nM,True
1o2t,1.62,2003,7.85,Ki=0.014uM,True
1w12,2.40,2008,7.85,Ki=14nM,True
2fle,1.90,2007,7.85,Ki=14nM,True
2gv7,2.20,2006,7.85,Ki=14nM,True
2oz7,1.80,2007,7.85,Ki=14nM,True
3dd8,1.90,2008,7.85,Ki=14nM,True
3efk,2.20,2008,7.85,Ki=14nM,True
3h9k,2.65,2010,7.85,Ki=14nM,True
3sut,1.90,2012,7.85,Ki=14nM,True
3uw5,1.71,2012,7.85,Ki=0.014uM,True
4mc1,1.39,2014,7.85,Ki=14nM,True
4o44,2.89,2014,7.85,Ki=14nM,True
4pcs,1.77,2014,7.85,Ki=14nM,True
4r76,2.50,2014,7.85,Ki=14nM,True
4r95,1.99,2014,7.85,Ki=14nM,True
4rak,2.04,2014,7.85,Ki=14nM,True
5dgz,2.50,2015,7.85,Ki=14nM,True
5elw,1.40,2016,7.85,Ki=14nM,True
5hi7,2.15,2016,7.85,Ki=14nM,True
5uln,1.35,2017,7.85,Ki=14.2nM,True
6myn,2.74,2019,7.85,Ki=14nM,True
1fq6,2.70,2000,7.86,Ki=13.7nM,True
2ydv,2.60,2011,7.86,Ki=13.8nM,True
6f9t,1.60,2018,7.86,Ki=13.8nM,True
6h14,1.86,2019,7.86,Ki=13.7nM,True
5ny6,1.10,2018,7.87,Ki=13.5nM,True
5uwn,3.20,2017,7.87,Ki=13.5nM,True
4ele,2.35,2013,7.88,Ki=13.2nM,True
1au2,2.60,1998,7.89,Ki=13nM,True
1bm6,NMR,1999,7.89,Ki=13nM,True
1cwb,2.20,1996,7.89,Ki=13nM,True
1erq,1.90,2000,7.89,Ki=13nM,True
1gj7,1.50,2002,7.89,Ki=0.013uM,True
1npz,2.00,2003,7.89,Ki=13nM,True
1v79,2.50,2004,7.89,Ki=13nM,True
1x7a,2.90,2005,7.89,Ki=13nM,True
2ajl,2.50,2005,7.89,Ki=0.013uM,True
2ovz,2.00,2007,7.89,Ki=13nM,True
2zn7,2.10,2008,7.89,Ki=13nM,True
3c56,2.30,2008,7.89,Ki=0.013uM,True
3hig,2.09,2009,7.89,Ki=13nM,True
3kr5,2.56,2010,7.89,Ki=13nM,True
3mg6,2.60,2011,7.89,Ki=13nM,True
4axm,2.80,2013,7.89,Ki=13nM,True
4b5d,2.20,2012,7.89,Ki=12.8nM,True
4ruy,1.14,2015,7.89,Ki=12.8nM,True
4ytc,2.16,2015,7.89,Ki=0.013uM,True
4yti,2.52,2015,7.89,Ki=13nM,True
4zz1,1.35,2015,7.89,Ki=13nM,True
5hvu,2.80,2017,7.89,Ki=13nM,True
5jf2,2.00,2016,7.89,Ki=13nM,True
5kyj,2.80,2016,7.89,Ki=13nM,True
5m4f,1.52,2017,7.89,Ki=13nM,True
5m4i,2.22,2017,7.89,Ki=13nM,True
5m56,2.24,2017,7.89,Ki=13nM,True
5u8a,1.45,2017,7.89,Ki=13nM,True
5ugc,1.58,2017,7.89,Ki=13nM,True
2e9v,2.00,2008,7.90,Ki=12.59nM,True
4gk7,2.80,2012,7.90,Ki=12.5nM,True
1ajx,2.00,1997,7.91,Ki=12.2nM,True
2h5j,2.00,2006,7.91,Ki=12.4nM,True
3sv8,2.50,2012,7.91,Ki=12.2nM,True
4a50,2.75,2012,7.91,Ki=12.2nM,True
5e28,1.30,2016,7.91,Ki=12.3nM,True
1b6j,1.85,2000,7.92,Ki=12nM,True
1c4y,2.70,2000,7.92,Ki=12nM,True
1tl7,2.80,2004,7.92,Ki=12nM,True
1zfk,1.56,2006,7.92,Ki=12nM,True
2cem,1.80,2007,7.92,Ki=12nM,True
2gbf,3.10,2006,7.92,Ki=12nM,True
2jjb,1.90,2009,7.92,Ki=12nM,True
2ovv,2.00,2007,7.92,Ki=12nM,True
2q7o,2.90,2008,7.92,Ki=12nM,True
3d7z,2.10,2008,7.92,Ki=12nM,True
3e0p,1.70,2008,7.92,Ki=0.012uM,True
3eft,1.85,2009,7.92,Ki=12nM,True
3p3j,1.60,2011,7.92,Ki=12nM,True
4a6c,1.50,2012,7.92,Ki=12nM,True
4bcn,2.10,2013,7.92,Ki=12nM,True
4cws,2.30,2014,7.92,Ki=0.012uM,True
4g0c,2.00,2012,7.92,Ki=12nM,True
4hge,2.30,2012,7.92,Ki=11.9nM,True
4j5p,2.30,2013,7.92,Ki=12nM,True
4quo,1.65,2014,7.92,Ki=12nM,True
4rux,1.14,2015,7.92,Ki=12nM,True
5jy3,2.40,2016,7.92,Ki=12nM,True
5q0h,2.50,2017,7.92,Ki=12nM,True
3daz,1.60,2009,7.93,Ki=11.8nM,True
1mem,1.80,1998,7.94,Ki=11.5nM,True
3dcs,1.80,2009,7.94,Ki=11.4nM,True
6en5,1.75,2017,7.94,Ki=11.45nM,True
6en6,1.80,2018,7.94,Ki=11.45nM,True
3t85,2.40,2011,7.95,Ki=11.3nM,True
3u7n,2.30,2012,7.95,Ki=11.2nM,True
4b7j,2.42,2012,7.95,Ki=11.1nM,True
4bxk,2.20,2013,7.95,Ki=11.21nM,True
5n1r,1.30,2017,7.95,Ki=11.1nM,True
5uig,3.50,2017,7.95,Ki=11.2nM,True
6oac,3.15,2019,7.95,Ki=11.1nM,True
6s4t,2.00,2019,7.95,Ki=11.2nM,True
1epo,2.00,1994,7.96,Ki=11nM,True
1g2k,1.95,2001,7.96,Ki=11nM,True
1hvh,1.80,1998,7.96,Ki=11nM,True
1o3e,1.64,2003,7.96,Ki=0.011uM,True
1o3f,1.55,2003,7.96,Ki=0.011uM,True
1o3g,1.55,2003,7.96,Ki=0.011uM,True
1qxl,2.25,2004,7.96,Ki=11nM,True
2e1w,2.50,2006,7.96,Ki=11nM,True
2oc9,2.59,2007,7.96,Ki=11nM,True
2p3a,1.75,2007,7.96,Ki=11nM,True
2q15,2.40,2007,7.96,Ki=11nM,True
2qe4,2.40,2007,7.96,Ki=11.0nM,True
2x8z,1.98,2010,7.96,Ki=11nM,True
3bgq,2.00,2007,7.96,Ki=11nM,True
3iok,2.10,2009,7.96,Ki=0.011uM,True
3iww,2.30,2009,7.96,Ki=11nM,True
3mhc,1.70,2010,7.96,Ki=11nM,True
3qs1,3.10,2011,7.96,Ki=11.0nM,True
3r4p,1.70,2011,7.96,Ki=11nM,True
3uuo,2.11,2012,7.96,Ki=11nM,True
4ap7,1.80,2012,7.96,Ki=0.011uM,True
4bcj,3.16,2013,7.96,Ki=11nM,True
4k3n,2.00,2013,7.96,Ki=11nM,True
4ngp,1.63,2014,7.96,Ki=10.97nM,True
4r59,1.65,2014,7.96,Ki=11nM,True
4uff,1.55,2016,7.96,Ki=11nM,True
4y79,2.10,2015,7.96,Ki=11nM,True
4yt6,2.07,2015,7.96,Ki=11nM,True
4yv8,2.00,2016,7.96,Ki=11nM,True
5qcl,2.11,2017,7.96,Ki=11nM,True
5u8f,1.34,2017,7.96,Ki=11nM,True
6dhc,2.85,2018,7.96,Ki=10.9nM,True
6iiu,2.50,2018,7.96,Ki=11nM,True
3amv,2.10,1999,7.97,Ki=10.8nM,True
3ldw,2.47,2010,7.97,Ki=10.7nM,True
6hhj,2.30,2019,7.97,Ki=10.7nM,True
1mf4,1.90,2003,7.99,Ki=10.2nM,True
3oyq,1.47,2011,7.99,Ki=10.3nM,True
5n1s,1.30,2017,7.99,Ki=10.2nM,True
5nxp,1.25,2018,7.99,Ki=10.2nM,True
1apw,1.80,1994,8.00,Ki=10nM,True
1ayv,2.30,1998,8.00,Ki=10nM,True
1b57,2.00,2000,8.00,Ki=0.01uM,True
1b5g,2.07,1998,8.00,Ki=10nM,True
1dqn,1.75,2000,8.00,Ki=10nM,True
1fkg,2.00,1994,8.00,Ki=10nM,True
1gai,1.70,1996,8.00,Ki=10nM,True
1nc6,1.90,2003,8.00,Ki=10nM,True
1qin,2.00,1999,8.00,Ki=10nM,True
1tkb,2.30,1994,8.00,Ki=10nM,True
1ypg,1.80,2006,8.00,Ki=10nM,True
2e94,2.18,2007,8.00,Ki=0.01uM,True
2hah,1.70,2007,8.00,Ki=10nM,True
2vnt,2.20,2008,8.00,Ki=9.9nM,True
2vwn,1.61,2009,8.00,Ki=10nM,True
2xbw,1.72,2010,8.00,Ki=10nM,True
3b92,2.00,2007,8.00,Ki=10nM,True
3cyx,1.20,2008,8.00,Ki=10nM,True
3e92,2.00,2008,8.00,Ki=10nM,True
3fur,2.30,2009,8.00,Ki=10nM,True
3hs4,1.10,2009,8.00,Ki=10nM,True
3k97,1.95,2010,8.00,Ki=10nM,True
3oy0,1.60,2011,8.00,Ki=10.1nM,True
3sio,2.32,2011,8.00,Ki=10nM,True
3zcl,1.40,2013,8.00,Ki=10.1nM,True
4a6l,2.05,2012,8.00,Ki=10nM,True
4ehz,2.17,2012,8.00,Ki=10nM,True
4jjf,2.20,2013,8.00,Ki=10nM,True
4jyu,1.80,2013,8.00,Ki=10nM,True
4lv2,1.65,2014,8.00,Ki=0.01uM,True
4mo8,1.85,2013,8.00,Ki=10.1nM,True
4o9v,1.90,2014,8.00,Ki=10nM,True
4ujb,1.95,2016,8.00,Ki=10nM,True
4x6i,1.87,2015,8.00,Ki=10nM,True
4zx0,1.60,2015,8.00,Ki=10nM,True
5bml,2.95,2015,8.00,Ki=10nM,True
5web,2.25,2018,8.00,Ki=0.01uM,True
1v7a,2.50,2004,8.01,Ki=9.8nM,True
3p44,2.20,2011,8.01,Ki=9.7nM,True
4zyq,2.60,2016,8.01,Ki=0.0097uM,True
6q8a,2.11,2019,8.01,Ki=9.8nM,True
4yes,1.50,2015,8.02,Ki=9.6nM,True
4elf,2.30,2013,8.03,Ki=9.4nM,True
5e2k,1.40,2016,8.03,Ki=9.3nM,True
4m2u,2.00,2013,8.04,Ki=9.1nM,True
4q1f,2.10,2014,8.04,Ki=9.2nM,True
4zy0,2.20,2016,8.04,Ki=0.0091uM,True
4zz2,1.45,2015,8.04,Ki=9.1nM,True
5lce,1.39,2017,8.04,Ki=9.2nM,True
5tmn,1.60,1989,8.04,Ki=9.1nM,True
6k04,1.25,2019,8.04,Ki=9.1nM,True
1hih,2.20,1995,8.05,Ki=9nM,True
1lqd,2.70,2003,8.05,Ki=9nM,True
2bqv,2.10,2005,8.05,Ki=9nM,True
2jkh,1.25,2009,8.05,Ki=9nM,True
2xc4,1.67,2010,8.05,Ki=9nM,True
2y80,1.90,2011,8.05,Ki=9nM,True
3ag9,2.00,2010,8.05,Ki=9nM,True
3emg,2.60,2008,8.05,Ki=9nM,True
3ml2,1.80,2011,8.05,Ki=9nM,True
3oys,1.54,2011,8.05,Ki=9nM,True
3u8l,2.32,2011,8.05,Ki=8.9nM,True
4hdb,1.49,2013,8.05,Ki=8.9nM,True
4o4g,2.71,2014,8.05,Ki=9nM,True
4q19,2.09,2014,8.05,Ki=8.9nM,True
4qhp,1.60,2014,8.05,Ki=9.0nM,True
4rfd,1.63,2015,8.05,Ki=8.9nM,True
4zhm,1.90,2015,8.05,Ki=0.009uM,True
4zyy,1.85,2016,8.05,Ki=9nM,True
5abg,2.00,2015,8.05,Ki=9nM,True
5j87,1.59,2017,8.05,Ki=8.9nM,True
5upe,1.93,2017,8.05,Ki=9nM,True
5w7u,2.20,2017,8.05,Ki=0.009uM,True
5xvg,2.10,2018,8.05,Ki=0.009uM,True
6b2q,2.88,2018,8.05,Ki=9nM,True
6gxe,1.30,2019,8.05,Ki=9nM,True
2qu5,2.95,2007,8.06,Ki=8.7nM,True
3dbu,1.70,2009,8.06,Ki=8.8nM,True
3hiw,1.80,2009,8.06,Ki=8.7nM,True
6evr,1.50,2018,8.06,Ki=8.8nM,True
1jtq,2.50,2001,8.07,Ki=8.5nM,True
3jwr,2.99,2009,8.07,Ki=8.5nM,True
3vbd,1.05,2012,8.07,Ki=8.6nM,True
5aa8,1.86,2016,8.07,Ki=8.6nM,True
5jfu,1.70,2016,8.07,Ki=8.5nM,True
1siv,2.50,1994,8.08,Ki=8.4nM,True
2q70,1.95,2007,8.08,Ki=8.3nM,True
3fmz,2.90,2009,8.08,Ki=8.3nM,True
3k39,2.54,2010,8.08,Ki=8.3nM,True
3lil,1.80,2010,8.08,Ki=8.3nM,True
4mf0,2.67,2013,8.08,Ki=8.4nM,True
4wxi,2.60,2015,8.08,Ki=8.4nM,True
6do1,2.90,2019,8.08,Ki=8.32nM,True
6fiv,1.90,1998,8.08,Ki=8.3nM,True
1lhf,2.40,1996,8.09,Ki=8.1nM,True
2rkg,1.80,2008,8.09,Ki=8.2nM,True
2yfx,1.70,2011,8.09,Ki=8.2nM,True
3kqe,2.35,2010,8.09,Ki=8.1nM,True
3oe6,3.20,2010,8.09,Ki=8.2nM,True
3tu7,2.49,2011,8.09,Ki=8.17nM,True
4elh,2.10,2013,8.09,Ki=8.2nM,True
4loy,1.77,2014,8.09,Ki=8.1nM,True
5n6s,2.10,2017,8.09,Ki=8.2nM,True
5tv3,2.90,2017,8.09,Ki=8.2nM,True
5two,1.93,2017,8.09,Ki=8.06nM,True
6b59,1.64,2018,8.09,Ki=8.2nM,True
1ghy,1.85,2002,8.10,Ki=0.008uM,True
1ody,2.00,1999,8.10,Ki=8nM,True
1p4r,2.55,2004,8.10,Ki=8nM,True
1stc,2.30,1998,8.10,Ki=8nM,True
1ype,1.81,2006,8.10,Ki=8nM,True
2cf8,1.30,2006,8.10,Ki=0.008uM,True
2e9u,2.00,2008,8.10,Ki=7.94nM,True
2pvj,1.70,2008,8.10,Ki=8nM,True
2ql5,2.34,2007,8.10,Ki=8nM,True
2rcw,2.80,2008,8.10,Ki=8nM,True
2vvu,2.30,2009,8.10,Ki=8nM,True
3caj,1.80,2008,8.10,Ki=8nM,True
3ith,2.80,2010,8.10,Ki=8nM,True
3lox,2.65,2011,8.10,Ki=8nM,True
3vw7,2.20,2012,8.10,Ki=8nM,True
4zxx,2.60,2015,8.10,Ki=8nM,True
5a6b,1.77,2015,8.10,Ki=7.9nM,True
5m7u,2.30,2017,8.10,Ki=8nM,True
5ug9,1.33,2017,8.10,Ki=8nM,True
6pm9,2.86,2019,8.10,Ki=7.9nM,True
